a accidentIndex
b sexOfDriver
c ageOfDriver
d ageOfVehicle
e accidentSeverity
f speedLimit
g didPoliceOfficerAttendSceneOfAccident

a             b   c    d    e   f    g
201501PY20801 1.0 54.0 -1.0 3.0 30.0 1.0
201501PY20801 1.0 52.0 7.0 3.0 30.0 1.0
201501PY20802 1.0 45.0 1.0 3.0 30.0 1.0
201501PY20802 1.0 32.0 4.0 3.0 30.0 1.0
201501PY20802 2.0 37.0 8.0 3.0 30.0 1.0
201501PY20803 2.0 41.0 -1.0 3.0 30.0 1.0
201501PY20803 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20804 1.0 31.0 -1.0 3.0 30.0 1.0
201501PY20805 1.0 22.0 3.0 3.0 30.0 1.0
201501PY20806 1.0 54.0 6.0 3.0 30.0 1.0
201501PY20806 2.0 19.0 -1.0 3.0 30.0 1.0
201501PY20808 1.0 36.0 -1.0 3.0 30.0 1.0
201501PY20808 1.0 44.0 10.0 3.0 30.0 1.0
201501PY20809 1.0 41.0 1.0 3.0 30.0 1.0
201501PY20809 1.0 53.0 1.0 3.0 30.0 1.0
201501PY20809 1.0 53.0 1.0 3.0 30.0 1.0
201501PY20810 1.0 25.0 -1.0 2.0 30.0 1.0
201501PY20810 2.0 27.0 9.0 2.0 30.0 1.0
201501PY20811 2.0 57.0 -1.0 3.0 30.0 1.0
201501PY20811 1.0 19.0 -1.0 3.0 30.0 1.0
201501PY20812 1.0 32.0 9.0 3.0 30.0 1.0
201501PY20812 1.0 53.0 1.0 3.0 30.0 1.0
201501PY20813 1.0 46.0 2.0 3.0 30.0 1.0
201501PY20813 2.0 25.0 11.0 3.0 30.0 1.0
201501PY20814 1.0 62.0 9.0 3.0 30.0 1.0
201501PY20814 1.0 62.0 9.0 3.0 30.0 1.0
201501PY20814 1.0 62.0 9.0 3.0 30.0 1.0
201501PY20814 1.0 46.0 -1.0 3.0 30.0 1.0
201501PY20814 1.0 46.0 -1.0 3.0 30.0 1.0
201501PY20815 1.0 25.0 -1.0 3.0 30.0 1.0
201501PY20815 2.0 34.0 7.0 3.0 30.0 1.0
201501PY20816 2.0 31.0 11.0 3.0 30.0 1.0
201501PY20816 2.0 31.0 11.0 3.0 30.0 1.0
201501PY20816 2.0 31.0 12.0 3.0 30.0 1.0
201501PY20817 1.0 24.0 -1.0 3.0 30.0 1.0
201501PY20817 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20818 1.0 18.0 10.0 3.0 30.0 1.0
201501PY20819 1.0 17.0 10.0 3.0 30.0 1.0
201501PY20819 1.0 17.0 10.0 3.0 30.0 1.0
201501PY20819 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20820 1.0 62.0 2.0 3.0 30.0 1.0
201501PY20820 1.0 84.0 6.0 3.0 30.0 1.0
201501PY20821 1.0 20.0 3.0 3.0 30.0 1.0
201501PY20821 2.0 -1.0 10.0 3.0 30.0 1.0
201501PY20822 2.0 57.0 -1.0 3.0 30.0 1.0
201501PY20822 1.0 38.0 1.0 3.0 30.0 1.0
201501PY20823 2.0 28.0 16.0 3.0 30.0 1.0
201501PY20824 2.0 29.0 10.0 3.0 30.0 1.0
201501PY20824 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20825 1.0 34.0 6.0 3.0 30.0 1.0
201501PY20825 1.0 42.0 7.0 3.0 30.0 1.0
201501PY20826 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20827 1.0 31.0 -1.0 3.0 30.0 1.0
201501PY20828 1.0 62.0 5.0 3.0 30.0 1.0
201501PY20828 2.0 42.0 11.0 3.0 30.0 1.0
201501PY20829 1.0 30.0 3.0 3.0 30.0 1.0
201501PY20829 1.0 52.0 2.0 3.0 30.0 1.0
201501PY20830 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20831 2.0 76.0 12.0 3.0 30.0 1.0
201501PY20831 1.0 60.0 5.0 3.0 30.0 1.0
201501PY20831 1.0 21.0 4.0 3.0 30.0 1.0
201501PY20832 2.0 -1.0 5.0 3.0 30.0 1.0
201501PY20832 1.0 -1.0 6.0 3.0 30.0 1.0
201501PY20833 1.0 17.0 -1.0 3.0 30.0 1.0
201501PY20833 1.0 17.0 -1.0 3.0 30.0 1.0
201501PY20833 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20834 1.0 40.0 1.0 3.0 30.0 1.0
201501PY20835 2.0 22.0 4.0 3.0 30.0 1.0
201501PY20835 1.0 34.0 3.0 3.0 30.0 1.0
201501PY20836 1.0 66.0 -1.0 3.0 30.0 1.0
201501PY20836 1.0 52.0 -1.0 3.0 30.0 1.0
201501PY20836 1.0 52.0 -1.0 3.0 30.0 1.0
201501PY20836 1.0 52.0 -1.0 3.0 30.0 1.0
201501PY20837 1.0 48.0 -1.0 3.0 30.0 1.0
201501PY20837 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20838 1.0 28.0 -1.0 3.0 30.0 1.0
201501PY20838 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20839 1.0 54.0 8.0 3.0 30.0 1.0
201501PY20839 2.0 71.0 -1.0 3.0 30.0 1.0
201501PY20840 1.0 54.0 15.0 3.0 30.0 1.0
201501PY20841 1.0 31.0 -1.0 3.0 30.0 2.0
201501PY20841 2.0 -1.0 -1.0 3.0 30.0 2.0
201501PY20842 1.0 55.0 -1.0 3.0 30.0 1.0
201501PY20842 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20843 2.0 53.0 -1.0 3.0 30.0 1.0
201501PY20844 2.0 26.0 -1.0 3.0 30.0 1.0
201501PY20844 1.0 34.0 -1.0 3.0 30.0 1.0
201501PY20845 1.0 20.0 3.0 3.0 30.0 1.0
201501PY20845 1.0 17.0 -1.0 3.0 30.0 1.0
201501PY20846 1.0 42.0 7.0 3.0 30.0 1.0
201501PY20847 1.0 55.0 9.0 3.0 30.0 1.0
201501PY20848 1.0 48.0 16.0 3.0 30.0 1.0
201501PY20848 1.0 55.0 8.0 3.0 30.0 1.0
201501PY20849 1.0 45.0 -1.0 3.0 30.0 1.0
201501PY20850 2.0 65.0 2.0 3.0 30.0 1.0
201501PY20850 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20851 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20852 1.0 21.0 -1.0 3.0 30.0 1.0
201501PY20852 1.0 21.0 -1.0 3.0 30.0 1.0
201501PY20852 1.0 55.0 -1.0 3.0 30.0 1.0
201501PY20852 2.0 61.0 8.0 3.0 30.0 1.0
201501PY20853 1.0 45.0 -1.0 3.0 30.0 1.0
201501PY20853 2.0 24.0 15.0 3.0 30.0 1.0
201501PY20854 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20855 2.0 55.0 15.0 3.0 30.0 1.0
201501PY20855 2.0 22.0 9.0 3.0 30.0 1.0
201501PY20857 1.0 -1.0 9.0 2.0 40.0 1.0
201501PY20858 1.0 44.0 -1.0 3.0 30.0 1.0
201501PY20858 1.0 26.0 7.0 3.0 30.0 1.0
201501PY20859 1.0 26.0 9.0 3.0 30.0 1.0
201501PY20859 1.0 36.0 17.0 3.0 30.0 1.0
201501PY20860 2.0 28.0 2.0 3.0 30.0 1.0
201501PY20861 2.0 31.0 9.0 3.0 30.0 1.0
201501PY20861 1.0 44.0 -1.0 3.0 30.0 1.0
201501PY20862 2.0 45.0 8.0 3.0 30.0 1.0
201501PY20862 1.0 38.0 -1.0 3.0 30.0 1.0
201501PY20863 1.0 42.0 10.0 3.0 30.0 1.0
201501PY20864 1.0 17.0 -1.0 3.0 30.0 1.0
201501PY20865 2.0 36.0 -1.0 3.0 30.0 1.0
201501PY20865 1.0 48.0 15.0 3.0 30.0 1.0
201501PY20866 1.0 52.0 13.0 3.0 30.0 1.0
201501PY20867 1.0 -1.0 -1.0 2.0 30.0 2.0
201501PY20868 2.0 31.0 5.0 3.0 30.0 1.0
201501PY20868 2.0 31.0 5.0 3.0 30.0 1.0
201501PY20868 1.0 17.0 9.0 3.0 30.0 1.0
201501PY20869 2.0 50.0 4.0 2.0 30.0 1.0
201501PY20869 1.0 55.0 -1.0 2.0 30.0 1.0
201501PY20870 1.0 36.0 8.0 2.0 40.0 1.0
201501PY20870 1.0 -1.0 5.0 2.0 40.0 1.0
201501PY20871 2.0 17.0 9.0 3.0 30.0 1.0
201501PY20871 1.0 24.0 -1.0 3.0 30.0 1.0
201501PY20872 2.0 31.0 11.0 3.0 30.0 1.0
201501PY20872 2.0 18.0 15.0 3.0 30.0 1.0
201501PY20873 1.0 64.0 -1.0 3.0 30.0 1.0
201501PY20874 1.0 26.0 -1.0 3.0 30.0 1.0
201501PY20875 1.0 53.0 3.0 3.0 30.0 1.0
201501PY20875 1.0 53.0 3.0 3.0 30.0 1.0
201501PY20875 1.0 -1.0 8.0 3.0 30.0 1.0
201501PY20876 1.0 17.0 -1.0 3.0 30.0 1.0
201501PY20877 1.0 50.0 2.0 3.0 30.0 1.0
201501PY20877 1.0 84.0 -1.0 3.0 30.0 1.0
201501PY20878 2.0 31.0 2.0 3.0 30.0 1.0
201501PY20879 1.0 27.0 4.0 3.0 30.0 1.0
201501PY20879 1.0 27.0 4.0 3.0 30.0 1.0
201501PY20879 1.0 -1.0 10.0 3.0 30.0 1.0
201501PY20880 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20880 2.0 -1.0 13.0 3.0 30.0 1.0
201501PY20882 1.0 51.0 -1.0 2.0 30.0 1.0
201501PY20882 1.0 -1.0 18.0 2.0 30.0 1.0
201501PY20883 1.0 61.0 2.0 3.0 30.0 1.0
201501PY20884 1.0 22.0 7.0 2.0 30.0 1.0
201501PY20885 1.0 81.0 11.0 2.0 30.0 1.0
201501PY20886 1.0 51.0 13.0 3.0 30.0 1.0
201501PY20886 1.0 28.0 2.0 3.0 30.0 1.0
201501PY20887 2.0 62.0 12.0 3.0 30.0 1.0
201501PY20887 1.0 24.0 2.0 3.0 30.0 1.0
201501PY20888 1.0 21.0 1.0 3.0 30.0 1.0
201501PY20888 2.0 38.0 -1.0 3.0 30.0 1.0
201501PY20892 1.0 77.0 7.0 3.0 30.0 1.0
201501PY20892 1.0 24.0 1.0 3.0 30.0 1.0
201501PY20893 1.0 66.0 -1.0 3.0 30.0 1.0
201501PY20893 1.0 21.0 -1.0 3.0 30.0 1.0
201501PY20894 1.0 55.0 -1.0 3.0 30.0 1.0
201501PY20894 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20895 2.0 48.0 -1.0 3.0 30.0 1.0
201501PY20895 2.0 64.0 2.0 3.0 30.0 1.0
201501PY20895 2.0 64.0 2.0 3.0 30.0 1.0
201501PY20895 1.0 64.0 5.0 3.0 30.0 1.0
201501PY20896 2.0 48.0 10.0 2.0 30.0 1.0
201501PY20896 2.0 19.0 5.0 2.0 30.0 1.0
201501PY20899 1.0 27.0 6.0 3.0 30.0 1.0
201501PY20900 2.0 17.0 8.0 3.0 30.0 1.0
201501PY20900 1.0 35.0 -1.0 3.0 30.0 1.0
201501PY20901 1.0 20.0 14.0 3.0 30.0 1.0
201501PY20901 1.0 24.0 -1.0 3.0 30.0 1.0
201501PY20902 2.0 46.0 2.0 3.0 30.0 1.0
201501PY20902 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20904 2.0 34.0 4.0 3.0 30.0 1.0
201501PY20906 1.0 36.0 -1.0 3.0 30.0 1.0
201501PY20906 1.0 35.0 13.0 3.0 30.0 1.0
201501PY20907 1.0 45.0 3.0 3.0 30.0 2.0
201501PY20907 2.0 -1.0 9.0 3.0 30.0 2.0
201501PY20909 1.0 67.0 1.0 3.0 30.0 1.0
201501PY20909 2.0 40.0 5.0 3.0 30.0 1.0
201501PY20911 2.0 38.0 12.0 3.0 30.0 1.0
201501PY29010 1.0 -1.0 -1.0 3.0 30.0 2.0
201501PY29011 1.0 30.0 15.0 3.0 30.0 1.0
201501PY29011 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY29032 1.0 42.0 7.0 3.0 30.0 1.0
201501PY29032 2.0 20.0 10.0 3.0 30.0 1.0
201501PY29036 1.0 -1.0 -1.0 3.0 30.0 2.0
201501PY29054 1.0 -1.0 17.0 3.0 30.0 1.0
201501PY29055 2.0 29.0 8.0 3.0 30.0 1.0
201501PY29056 1.0 87.0 2.0 2.0 30.0 2.0
201501PY29056 1.0 -1.0 1.0 2.0 30.0 2.0
201501PY29165 1.0 40.0 -1.0 2.0 30.0 1.0
201501PY29236 1.0 28.0 -1.0 3.0 30.0 1.0
201501QA10004 1.0 42.0 -1.0 3.0 30.0 1.0
201501QA10004 1.0 38.0 14.0 3.0 30.0 1.0
201501QA10014 1.0 62.0 20.0 3.0 30.0 1.0
201501QA10014 1.0 23.0 -1.0 3.0 30.0 1.0
201501QA10015 1.0 87.0 5.0 3.0 30.0 1.0
201501QA10015 1.0 87.0 5.0 3.0 30.0 1.0
201501QA10015 3.0 -1.0 11.0 3.0 30.0 1.0
201501QA10016 1.0 -1.0 4.0 3.0 30.0 2.0
201501QA10017 1.0 62.0 18.0 3.0 30.0 2.0
201501QA10017 1.0 -1.0 13.0 3.0 30.0 2.0
201501QA10019 1.0 58.0 2.0 3.0 30.0 1.0
201501QA10019 1.0 37.0 10.0 3.0 30.0 1.0
201501QA10020 1.0 82.0 8.0 3.0 30.0 1.0
201501QA10021 2.0 40.0 -1.0 2.0 30.0 1.0
201501QA10022 1.0 35.0 4.0 3.0 30.0 1.0
201501QA10022 1.0 26.0 12.0 3.0 30.0 1.0
201501QA10029 1.0 26.0 2.0 3.0 30.0 2.0
201501QA10029 1.0 -1.0 -1.0 3.0 30.0 2.0
201501QA10032 2.0 60.0 -1.0 3.0 30.0 2.0
201501QA10032 2.0 -1.0 7.0 3.0 30.0 2.0
201501QA10033 1.0 25.0 12.0 3.0 30.0 2.0
201501QA10033 3.0 -1.0 5.0 3.0 30.0 2.0
201501QA10036 2.0 26.0 8.0 3.0 30.0 2.0
201501QA10036 1.0 -1.0 6.0 3.0 30.0 2.0
201501QA10037 1.0 44.0 -1.0 3.0 30.0 1.0
201501QA10037 1.0 31.0 8.0 3.0 30.0 1.0
201501QA10038 2.0 37.0 6.0 3.0 30.0 1.0
201501QA10038 2.0 -1.0 5.0 3.0 30.0 1.0
201501QA10042 2.0 40.0 -1.0 3.0 30.0 1.0
201501QA10042 1.0 22.0 1.0 3.0 30.0 1.0
201501QA10043 1.0 28.0 5.0 3.0 30.0 1.0
201501QA10044 2.0 30.0 2.0 3.0 30.0 1.0
201501QA10047 1.0 63.0 7.0 3.0 30.0 1.0
201501QA10047 2.0 -1.0 -1.0 3.0 30.0 1.0
201501QA10048 1.0 48.0 11.0 3.0 30.0 1.0
201501QA10048 1.0 31.0 12.0 3.0 30.0 1.0
201501QA10051 1.0 50.0 -1.0 3.0 30.0 2.0
201501QA10051 1.0 23.0 3.0 3.0 30.0 2.0
201501QA10052 2.0 43.0 8.0 3.0 30.0 1.0
201501QA10052 2.0 43.0 8.0 3.0 30.0 1.0
201501QA10052 1.0 -1.0 -1.0 3.0 30.0 1.0
201501QA10055 1.0 14.0 -1.0 3.0 30.0 2.0
201501QA10055 1.0 -1.0 11.0 3.0 30.0 2.0
201501QA10056 2.0 66.0 2.0 3.0 30.0 2.0
201501QA10056 1.0 -1.0 7.0 3.0 30.0 2.0
201501QA10057 2.0 52.0 -1.0 3.0 30.0 1.0
201501QA10057 2.0 31.0 14.0 3.0 30.0 1.0
201501QA10057 2.0 56.0 10.0 3.0 30.0 1.0
201501QA10059 2.0 30.0 12.0 2.0 30.0 1.0
201501QA10059 2.0 30.0 12.0 2.0 30.0 1.0
201501QA10060 1.0 31.0 10.0 3.0 30.0 1.0
201501QA10060 2.0 63.0 1.0 3.0 30.0 1.0
201501QA10061 2.0 86.0 10.0 3.0 30.0 1.0
201501QA10061 3.0 -1.0 3.0 3.0 30.0 1.0
201501QA10064 2.0 33.0 6.0 2.0 30.0 1.0
201501QA10065 1.0 25.0 13.0 3.0 30.0 2.0
201501QA10065 2.0 -1.0 10.0 3.0 30.0 2.0
201501QA10066 1.0 42.0 -1.0 3.0 30.0 1.0
201501QA10066 1.0 42.0 -1.0 3.0 30.0 1.0
201501QA10066 1.0 22.0 14.0 3.0 30.0 1.0
201501QA10068 1.0 -1.0 4.0 3.0 30.0 1.0
201501QA10068 2.0 53.0 16.0 3.0 30.0 1.0
201501QA10068 2.0 53.0 16.0 3.0 30.0 1.0
201501QA10069 2.0 -1.0 -1.0 3.0 30.0 2.0
201501QA10070 1.0 63.0 4.0 3.0 30.0 1.0
201501QA10073 1.0 25.0 12.0 2.0 30.0 1.0
201501QA10073 1.0 47.0 -1.0 2.0 30.0 1.0
201501QA10076 1.0 25.0 6.0 3.0 30.0 1.0
201501QA10076 2.0 53.0 4.0 3.0 30.0 1.0
201501QA10076 3.0 -1.0 9.0 3.0 30.0 1.0
201501QA10079 1.0 63.0 1.0 3.0 30.0 1.0
201501QA10080 1.0 52.0 11.0 3.0 30.0 1.0
201501QA10081 1.0 28.0 7.0 3.0 30.0 1.0
201501QA10081 1.0 60.0 5.0 3.0 30.0 1.0
201501QA10082 2.0 42.0 9.0 3.0 30.0 1.0
201501QA10082 2.0 36.0 6.0 3.0 30.0 1.0
201501QA10083 1.0 36.0 -1.0 3.0 30.0 1.0
201501QA10083 2.0 59.0 10.0 3.0 30.0 1.0
201501QA10083 1.0 35.0 7.0 3.0 30.0 1.0
201501QA10084 3.0 -1.0 -1.0 3.0 30.0 1.0
201501QA10086 3.0 -1.0 -1.0 3.0 30.0 2.0
201501QA10087 1.0 24.0 8.0 3.0 30.0 1.0
201501QA10088 2.0 70.0 10.0 3.0 30.0 1.0
201501QA10088 1.0 59.0 5.0 3.0 30.0 1.0
201501QA10089 1.0 47.0 11.0 3.0 30.0 1.0
201501QA10090 1.0 26.0 8.0 3.0 30.0 2.0
201501QA10090 1.0 -1.0 11.0 3.0 30.0 2.0
201501QA10094 1.0 46.0 6.0 2.0 30.0 1.0
201501QA10094 1.0 -1.0 -1.0 2.0 30.0 1.0
201501QA10094 1.0 -1.0 -1.0 2.0 30.0 1.0
201501QA10094 1.0 -1.0 -1.0 2.0 30.0 1.0
201501QA10094 1.0 -1.0 -1.0 2.0 30.0 1.0
201501QA10094 1.0 -1.0 -1.0 2.0 30.0 1.0
201501QA10094 1.0 -1.0 -1.0 2.0 30.0 1.0
201501QA10094 1.0 -1.0 -1.0 2.0 30.0 1.0
201501QA10095 2.0 56.0 -1.0 3.0 30.0 1.0
201501QA10095 1.0 18.0 12.0 3.0 30.0 1.0
201501QA10096 1.0 40.0 6.0 3.0 30.0 1.0
201501QA10097 1.0 36.0 5.0 3.0 30.0 1.0
201501QA10097 1.0 55.0 15.0 3.0 30.0 1.0
201501QA10098 2.0 75.0 11.0 3.0 30.0 2.0
201501QA10099 1.0 30.0 4.0 3.0 30.0 1.0
201501QA10099 1.0 35.0 12.0 3.0 30.0 1.0
201501QA10100 2.0 80.0 11.0 2.0 30.0 1.0
201501QA10101 1.0 32.0 6.0 3.0 30.0 2.0
201501QA10101 1.0 -1.0 14.0 3.0 30.0 2.0
201501QA10102 2.0 43.0 4.0 3.0 30.0 1.0
201501QA10102 1.0 41.0 4.0 3.0 30.0 1.0
201501QA10102 1.0 41.0 4.0 3.0 30.0 1.0
201501QA10103 1.0 41.0 10.0 3.0 30.0 1.0
201501QA10103 2.0 31.0 5.0 3.0 30.0 1.0
201501QA10104 1.0 28.0 3.0 3.0 30.0 1.0
201501QA10104 2.0 32.0 -1.0 3.0 30.0 1.0
201501QA10105 2.0 32.0 7.0 3.0 30.0 1.0
201501QA10105 2.0 30.0 9.0 3.0 30.0 1.0
201501QA10107 2.0 36.0 2.0 3.0 30.0 1.0
201501QA10107 2.0 73.0 7.0 3.0 30.0 1.0
201501QA10108 1.0 28.0 1.0 3.0 30.0 1.0
201501QA10108 1.0 23.0 9.0 3.0 30.0 1.0
201501QA10109 1.0 80.0 10.0 3.0 30.0 1.0
201501QA10109 3.0 -1.0 -1.0 3.0 30.0 1.0
201501QA10109 3.0 -1.0 11.0 3.0 30.0 1.0
201501QA10111 1.0 18.0 6.0 3.0 30.0 1.0
201501QA10111 2.0 36.0 12.0 3.0 30.0 1.0
201501QA10112 1.0 24.0 -1.0 3.0 30.0 1.0
201501QA10112 1.0 20.0 12.0 3.0 30.0 1.0
201501QA10113 1.0 33.0 8.0 3.0 30.0 1.0
201501QA10113 2.0 24.0 7.0 3.0 30.0 1.0
201501QA10116 2.0 23.0 1.0 3.0 30.0 1.0
201501QA10116 3.0 -1.0 -1.0 3.0 30.0 1.0
201501QA10119 2.0 43.0 8.0 3.0 30.0 1.0
201501QA10119 1.0 58.0 13.0 3.0 30.0 1.0
201501QA10119 1.0 58.0 13.0 3.0 30.0 1.0
201501QA10119 3.0 -1.0 1.0 3.0 30.0 1.0
201501QA10120 1.0 23.0 9.0 3.0 30.0 1.0
201501QA10120 1.0 -1.0 14.0 3.0 30.0 1.0
201501QA10120 2.0 -1.0 -1.0 3.0 30.0 1.0
201501QA10121 1.0 45.0 9.0 3.0 30.0 1.0
201501QA10121 2.0 25.0 13.0 3.0 30.0 1.0
201501QA10121 1.0 54.0 3.0 3.0 30.0 1.0
201501QA10121 1.0 44.0 10.0 3.0 30.0 1.0
201501QA10122 2.0 24.0 12.0 3.0 30.0 1.0
201501QA10122 1.0 39.0 14.0 3.0 30.0 1.0
201501QA10123 1.0 20.0 14.0 3.0 30.0 1.0
201501QA10124 2.0 21.0 14.0 3.0 30.0 1.0
201501QA10125 1.0 49.0 1.0 3.0 30.0 1.0
201501QA10125 1.0 33.0 11.0 3.0 30.0 1.0
201501QA10126 1.0 26.0 4.0 3.0 30.0 1.0
201501QA10126 2.0 20.0 -1.0 3.0 30.0 1.0
201501QA10127 1.0 23.0 3.0 3.0 30.0 1.0
201501QA10127 2.0 51.0 11.0 3.0 30.0 1.0
201501QA10128 2.0 65.0 2.0 3.0 30.0 1.0
201501QA10128 2.0 40.0 1.0 3.0 30.0 1.0
201501QA10128 1.0 18.0 6.0 3.0 30.0 1.0
201501QA10129 1.0 -1.0 12.0 3.0 30.0 1.0
201501QA10129 1.0 25.0 -1.0 3.0 30.0 1.0
201501QA10129 3.0 -1.0 1.0 3.0 30.0 1.0
201501QA10130 1.0 60.0 17.0 3.0 30.0 1.0
201501QA10131 2.0 26.0 -1.0 3.0 30.0 1.0
201501QA10131 1.0 58.0 -1.0 3.0 30.0 1.0
201501QA10132 2.0 -1.0 -1.0 3.0 30.0 1.0
201501QA10133 2.0 20.0 16.0 3.0 30.0 1.0
201501QA10134 1.0 24.0 1.0 3.0 30.0 1.0
201501QA10134 1.0 28.0 -1.0 3.0 30.0 1.0
201501QA10135 1.0 32.0 16.0 2.0 30.0 1.0
201501QA10135 1.0 48.0 -1.0 2.0 30.0 1.0
201501QA10136 1.0 54.0 -1.0 3.0 30.0 1.0
201501QA10136 1.0 26.0 11.0 3.0 30.0 1.0
201501QA10137 2.0 28.0 10.0 3.0 30.0 1.0
201501QA10138 1.0 52.0 13.0 3.0 30.0 1.0
201501QA10138 1.0 55.0 11.0 3.0 30.0 1.0
201501QA10138 2.0 57.0 9.0 3.0 30.0 1.0
201501QA10139 1.0 31.0 -1.0 3.0 30.0 1.0
201501QA10140 1.0 45.0 10.0 3.0 30.0 1.0
201501QA10141 2.0 73.0 3.0 3.0 30.0 1.0
201501QA10141 1.0 40.0 5.0 3.0 30.0 1.0
201501QA10142 1.0 21.0 13.0 3.0 30.0 1.0
201501QA10142 1.0 49.0 8.0 3.0 30.0 1.0
201501QA10142 1.0 53.0 1.0 3.0 30.0 1.0
201501QA10143 1.0 54.0 8.0 3.0 30.0 1.0
201501QA10143 1.0 33.0 -1.0 3.0 30.0 1.0
201501QA10144 1.0 41.0 1.0 3.0 30.0 1.0
201501QA10144 1.0 35.0 -1.0 3.0 30.0 1.0
201501QA10145 2.0 23.0 11.0 3.0 40.0 1.0
201501QA10145 2.0 23.0 11.0 3.0 40.0 1.0
201501QA10145 1.0 33.0 15.0 3.0 40.0 1.0
201501QA10145 1.0 33.0 15.0 3.0 40.0 1.0
201501QA10146 2.0 33.0 13.0 3.0 30.0 1.0
201501QA10146 2.0 23.0 19.0 3.0 30.0 1.0
201501QA10147 2.0 -1.0 -1.0 3.0 30.0 2.0
201501QA10148 1.0 35.0 14.0 3.0 30.0 2.0
201501QA10148 3.0 -1.0 3.0 3.0 30.0 2.0
201501QA10149 2.0 38.0 8.0 3.0 30.0 1.0
201501QA10149 2.0 38.0 8.0 3.0 30.0 1.0
201501QA10149 2.0 38.0 8.0 3.0 30.0 1.0
201501QA10149 2.0 38.0 8.0 3.0 30.0 1.0
201501QA10149 1.0 -1.0 9.0 3.0 30.0 1.0
201501QA10150 2.0 36.0 4.0 2.0 30.0 1.0
201501QA10150 1.0 31.0 -1.0 2.0 30.0 1.0
201501QA10151 1.0 25.0 14.0 3.0 30.0 1.0
201501QA10151 2.0 51.0 1.0 3.0 30.0 1.0
201501QA10152 2.0 32.0 4.0 3.0 40.0 1.0
201501QA10152 2.0 32.0 4.0 3.0 40.0 1.0
201501QA10152 2.0 32.0 4.0 3.0 40.0 1.0
201501QA10152 1.0 20.0 10.0 3.0 40.0 1.0
201501QA10153 2.0 70.0 7.0 3.0 30.0 1.0
201501QA10153 1.0 62.0 -1.0 3.0 30.0 1.0
201501QA10154 1.0 46.0 4.0 3.0 30.0 2.0
201501QA10154 1.0 25.0 10.0 3.0 30.0 2.0
201501QA10155 1.0 42.0 2.0 3.0 30.0 2.0
201501QA10155 1.0 42.0 2.0 3.0 30.0 2.0
201501QA10155 2.0 20.0 -1.0 3.0 30.0 2.0
201501QA10156 1.0 50.0 13.0 3.0 30.0 1.0
201501QA10156 1.0 -1.0 8.0 3.0 30.0 1.0
201501QA10157 1.0 39.0 6.0 3.0 30.0 1.0
201501QA10158 1.0 55.0 13.0 3.0 30.0 1.0
201501QA10158 1.0 38.0 8.0 3.0 30.0 1.0
201501QA10159 2.0 28.0 10.0 3.0 30.0 1.0
201501QA10159 1.0 28.0 5.0 3.0 30.0 1.0
201501QA10161 1.0 22.0 6.0 3.0 30.0 1.0
201501QA10161 1.0 22.0 6.0 3.0 30.0 1.0
201501QA10161 1.0 22.0 -1.0 3.0 30.0 1.0
201501QA10162 1.0 25.0 8.0 2.0 30.0 1.0
201501QA10162 1.0 17.0 3.0 2.0 30.0 1.0
201501QA10163 1.0 61.0 -1.0 3.0 30.0 1.0
201501QA10163 1.0 42.0 12.0 3.0 30.0 1.0
201501QA10165 1.0 52.0 11.0 2.0 30.0 1.0
201501QA10165 1.0 54.0 -1.0 2.0 30.0 1.0
201501QA10166 1.0 49.0 3.0 2.0 30.0 1.0
201501QA10167 2.0 21.0 4.0 3.0 30.0 1.0
201501QA10168 1.0 57.0 5.0 3.0 30.0 1.0
201501QA10169 2.0 63.0 1.0 3.0 30.0 1.0
201501QA10170 1.0 54.0 11.0 2.0 30.0 1.0
201501QA10171 3.0 -1.0 -1.0 2.0 30.0 2.0
201501QA10173 2.0 32.0 5.0 3.0 30.0 2.0
201501QA10173 1.0 -1.0 10.0 3.0 30.0 2.0
201501QA10174 1.0 43.0 3.0 3.0 30.0 1.0
201501QA10174 2.0 46.0 11.0 3.0 30.0 1.0
201501QA10174 2.0 46.0 11.0 3.0 30.0 1.0
201501QA10176 1.0 26.0 11.0 3.0 30.0 1.0
201501QA10177 1.0 43.0 9.0 3.0 30.0 1.0
201501QA10177 2.0 80.0 5.0 3.0 30.0 1.0
201501QA10178 1.0 59.0 -1.0 3.0 30.0 1.0
201501QA10178 2.0 42.0 13.0 3.0 30.0 1.0
201501QA10179 1.0 29.0 1.0 3.0 30.0 1.0
